2.509464e-02	-1.220946e+01	-1.673085e+01	2.568258e+01
2.846077e-02	-1.235968e+01	-1.676080e+01	2.614253e+01
3.182690e-02	-1.250560e+01	-1.677235e+01	2.660754e+01
3.519302e-02	-1.264676e+01	-1.676492e+01	2.707656e+01
3.855915e-02	-1.278268e+01	-1.673794e+01	2.754844e+01
4.192527e-02	-1.291288e+01	-1.669096e+01	2.802199e+01
4.529140e-02	-1.303688e+01	-1.662356e+01	2.849594e+01
5.202365e-02	-1.326436e+01	-1.642637e+01	2.943975e+01
5.789839e-02	-1.343814e+01	-1.618560e+01	3.025173e+01
6.377313e-02	-1.358641e+01	-1.588090e+01	3.104487e+01
6.964787e-02	-1.370703e+01	-1.551353e+01	3.181154e+01
7.552261e-02	-1.379806e+01	-1.508576e+01	3.254411e+01
8.139734e-02	-1.385783e+01	-1.460093e+01	3.323522e+01
8.727208e-02	-1.388498e+01	-1.406344e+01	3.387796e+01
9.314682e-02	-1.387852e+01	-1.347869e+01	3.446611e+01
9.902156e-02	-1.383786e+01	-1.285285e+01	3.499431e+01
1.048963e-01	-1.376281e+01	-1.219289e+01	3.545812e+01
1.107710e-01	-1.365355e+01	-1.150611e+01	3.585407e+01
1.166458e-01	-1.351077e+01	-1.080031e+01	3.617999e+01
1.225205e-01	-1.333551e+01	-1.008329e+01	3.643482e+01
1.283952e-01	-1.312921e+01	-9.362777e+00	3.661860e+01
1.342700e-01	-1.289364e+01	-8.646182e+00	3.673241e+01
1.401447e-01	-1.263090e+01	-7.940490e+00	3.677839e+01
1.460195e-01	-1.234336e+01	-7.252124e+00	3.675959e+01
1.518942e-01	-1.203360e+01	-6.586668e+00	3.667977e+01
1.577689e-01	-1.170430e+01	-5.949002e+00	3.654314e+01
1.630562e-01	-1.139359e+01	-5.402188e+00	3.637557e+01
1.683435e-01	-1.107143e+01	-4.883439e+00	3.616947e+01
1.736307e-01	-1.073993e+01	-4.394585e+00	3.592861e+01
1.789180e-01	-1.040113e+01	-3.936859e+00	3.565668e+01
1.842053e-01	-1.005702e+01	-3.511000e+00	3.535735e+01
1.894925e-01	-9.709537e+00	-3.117313e+00	3.503418e+01
1.947798e-01	-9.360512e+00	-2.755705e+00	3.469058e+01
2.000670e-01	-9.011667e+00	-2.425719e+00	3.432975e+01
2.053543e-01	-8.664596e+00	-2.126579e+00	3.395465e+01
2.106416e-01	-8.320769e+00	-1.857268e+00	3.356798e+01
2.159288e-01	-7.981529e+00	-1.616580e+00	3.317226e+01
2.212161e-01	-7.648083e+00	-1.403152e+00	3.276971e+01
2.265034e-01	-7.321494e+00	-1.215494e+00	3.236231e+01
2.317906e-01	-7.002693e+00	-1.052041e+00	3.195179e+01
2.370779e-01	-6.692484e+00	-9.111970e-01	3.153967e+01
2.423652e-01	-6.391552e+00	-7.913619e-01	3.112729e+01
2.476524e-01	-6.100461e+00	-6.909391e-01	3.071576e+01
2.529397e-01	-5.819657e+00	-6.083567e-01	3.030601e+01
2.582270e-01	-5.549490e+00	-5.420971e-01	2.989884e+01
2.635142e-01	-5.290216e+00	-4.907144e-01	2.949491e+01
2.688015e-01	-5.042007e+00	-4.528323e-01	2.909473e+01
2.740887e-01	-4.804953e+00	-4.271437e-01	2.869875e+01
2.793760e-01	-4.579072e+00	-4.124223e-01	2.830727e+01
2.846633e-01	-4.364325e+00	-4.075352e-01	2.792056e+01
2.899505e-01	-4.160619e+00	-4.114396e-01	2.753880e+01
2.952378e-01	-3.967814e+00	-4.231715e-01	2.716214e+01
3.005251e-01	-3.785725e+00	-4.418446e-01	2.679064e+01
3.058123e-01	-3.614137e+00	-4.666576e-01	2.642437e+01
3.110996e-01	-3.452807e+00	-4.968941e-01	2.606334e+01
3.163869e-01	-3.301471e+00	-5.319101e-01	2.570756e+01
3.216741e-01	-3.159844e+00	-5.711256e-01	2.535698e+01
3.269614e-01	-3.027626e+00	-6.140261e-01	2.501159e+01
3.322486e-01	-2.904512e+00	-6.601655e-01	2.467133e+01
3.375359e-01	-2.790191e+00	-7.091580e-01	2.433615e+01
3.428232e-01	-2.684348e+00	-7.606673e-01	2.400599e+01
3.481104e-01	-2.586668e+00	-8.144029e-01	2.368078e+01
3.533977e-01	-2.496836e+00	-8.701239e-01	2.336047e+01
3.586850e-01	-2.414548e+00	-9.276361e-01	2.304500e+01
3.639722e-01	-2.339503e+00	-9.867827e-01	2.273430e+01
3.703856e-01	-2.257775e+00	-1.060540e+00	2.236374e+01
3.767991e-01	-2.185773e+00	-1.136364e+00	2.200003e+01
3.832125e-01	-2.123013e+00	-1.214163e+00	2.164307e+01
3.896259e-01	-2.069050e+00	-1.293897e+00	2.129277e+01
3.960393e-01	-2.023448e+00	-1.375588e+00	2.094907e+01
4.024527e-01	-1.985820e+00	-1.459286e+00	2.061189e+01
4.088661e-01	-1.955794e+00	-1.545096e+00	2.028119e+01
4.152795e-01	-1.933034e+00	-1.633156e+00	1.995692e+01
4.216930e-01	-1.917234e+00	-1.723634e+00	1.963905e+01
4.281064e-01	-1.908115e+00	-1.816731e+00	1.932755e+01
4.345198e-01	-1.905435e+00	-1.912671e+00	1.902242e+01
4.409332e-01	-1.908974e+00	-2.011705e+00	1.872364e+01
4.473466e-01	-1.918556e+00	-2.114104e+00	1.843125e+01
4.537600e-01	-1.934008e+00	-2.220168e+00	1.814523e+01
4.601734e-01	-1.955220e+00	-2.330205e+00	1.786568e+01
4.665868e-01	-1.982081e+00	-2.444553e+00	1.759261e+01
4.730003e-01	-2.014524e+00	-2.563564e+00	1.732611e+01
4.794137e-01	-2.052496e+00	-2.687608e+00	1.706625e+01
4.858271e-01	-2.095989e+00	-2.817076e+00	1.681317e+01
4.922405e-01	-2.144993e+00	-2.952369e+00	1.656693e+01
4.986539e-01	-2.199561e+00	-3.093914e+00	1.632777e+01
5.050673e-01	-2.259736e+00	-3.242147e+00	1.609581e+01
5.114807e-01	-2.325607e+00	-3.397528e+00	1.587128e+01
5.178942e-01	-2.397270e+00	-3.560530e+00	1.565437e+01
5.243076e-01	-2.474866e+00	-3.731644e+00	1.544542e+01
5.307210e-01	-2.558531e+00	-3.911378e+00	1.524464e+01
5.371344e-01	-2.648452e+00	-4.100254e+00	1.505245e+01
5.435478e-01	-2.744817e+00	-4.298811e+00	1.486918e+01
5.499612e-01	-2.847856e+00	-4.507601e+00	1.469535e+01
5.563746e-01	-2.957790e+00	-4.727189e+00	1.453135e+01
5.627880e-01	-3.074900e+00	-4.958146e+00	1.437784e+01
5.692015e-01	-3.199451e+00	-5.201060e+00	1.423535e+01
5.756149e-01	-3.331749e+00	-5.456511e+00	1.410462e+01
5.820283e-01	-3.472101e+00	-5.725095e+00	1.398637e+01
5.884417e-01	-3.620852e+00	-6.007377e+00	1.388151e+01
5.948551e-01	-3.778336e+00	-6.303942e+00	1.379090e+01
6.012685e-01	-3.944927e+00	-6.615331e+00	1.371565e+01
6.076819e-01	-4.120986e+00	-6.942057e+00	1.365688e+01
6.140954e-01	-4.306909e+00	-7.284605e+00	1.361591e+01
6.205088e-01	-4.503055e+00	-7.643380e+00	1.359406e+01
6.269222e-01	-4.709835e+00	-8.018745e+00	1.359293e+01
6.333356e-01	-4.927613e+00	-8.410960e+00	1.361414e+01
6.397490e-01	-5.156761e+00	-8.820151e+00	1.365953e+01
6.461624e-01	-5.397627e+00	-9.246355e+00	1.373101e+01
6.525758e-01	-5.650530e+00	-9.689361e+00	1.383077e+01
6.589892e-01	-5.915765e+00	-1.014886e+01	1.396098e+01
6.654027e-01	-6.193576e+00	-1.062424e+01	1.412415e+01
6.718161e-01	-6.484125e+00	-1.111460e+01	1.432275e+01
6.782295e-01	-6.787535e+00	-1.161876e+01	1.455953e+01
6.846429e-01	-7.103811e+00	-1.213515e+01	1.483725e+01
6.910563e-01	-7.432842e+00	-1.266174e+01	1.515873e+01
6.974697e-01	-7.774407e+00	-1.319610e+01	1.552686e+01
7.038831e-01	-8.128121e+00	-1.373522e+01	1.594452e+01
7.102966e-01	-8.493398e+00	-1.427551e+01	1.641437e+01
7.167100e-01	-8.869484e+00	-1.481279e+01	1.693907e+01
7.231234e-01	-9.255362e+00	-1.534215e+01	1.752091e+01
7.295368e-01	-9.649760e+00	-1.585808e+01	1.816168e+01
7.359502e-01	-1.005113e+01	-1.635432e+01	1.886285e+01
7.423636e-01	-1.045758e+01	-1.682391e+01	1.962505e+01
7.487770e-01	-1.086693e+01	-1.725930e+01	2.044810e+01
7.551905e-01	-1.127661e+01	-1.765239e+01	2.133079e+01
7.616039e-01	-1.168371e+01	-1.799464e+01	2.227077e+01
7.680173e-01	-1.208495e+01	-1.827724e+01	2.326432e+01
7.744307e-01	-1.247672e+01	-1.849137e+01	2.430623e+01
7.808441e-01	-1.285508e+01	-1.862840e+01	2.538971e+01
7.872575e-01	-1.321581e+01	-1.868026e+01	2.650634e+01
7.936709e-01	-1.355449e+01	-1.863977e+01	2.764609e+01
8.000843e-01	-1.386655e+01	-1.850095e+01	2.879736e+01
8.064978e-01	-1.414740e+01	-1.825947e+01	2.994724e+01
8.129112e-01	-1.439252e+01	-1.791291e+01	3.108170e+01
8.193246e-01	-1.459756e+01	-1.746109e+01	3.218602e+01
8.257380e-01	-1.475855e+01	-1.690629e+01	3.324521e+01
8.321514e-01	-1.487196e+01	-1.625329e+01	3.424449e+01
8.379235e-01	-1.493092e+01	-1.558768e+01	3.508100e+01
8.436956e-01	-1.494733e+01	-1.485551e+01	3.584835e+01
8.494676e-01	-1.492004e+01	-1.406500e+01	3.653830e+01
8.552397e-01	-1.484853e+01	-1.322583e+01	3.714407e+01
8.610118e-01	-1.473283e+01	-1.234847e+01	3.766049e+01
8.667838e-01	-1.457358e+01	-1.144396e+01	3.808407e+01
8.725559e-01	-1.437204e+01	-1.052355e+01	3.841315e+01
8.783280e-01	-1.412999e+01	-9.598440e+00	3.864783e+01
8.841001e-01	-1.384976e+01	-8.679349e+00	3.878991e+01
8.898721e-01	-1.353410e+01	-7.776299e+00	3.884271e+01
8.956442e-01	-1.318617e+01	-6.898357e+00	3.881084e+01
9.008391e-01	-1.284827e+01	-6.136307e+00	3.871447e+01
9.060339e-01	-1.248971e+01	-5.405830e+00	3.855898e+01
9.107093e-01	-1.215159e+01	-4.778941e+00	3.837265e+01
9.153847e-01	-1.180099e+01	-4.183283e+00	3.814646e+01
9.200601e-01	-1.143995e+01	-3.620666e+00	3.788440e+01
9.247354e-01	-1.107050e+01	-3.092399e+00	3.759043e+01
9.294108e-01	-1.069459e+01	-2.599145e+00	3.726847e+01
9.340862e-01	-1.031414e+01	-2.141249e+00	3.692229e+01
9.387616e-01	-9.930954e+00	-1.718516e+00	3.655548e+01
9.434370e-01	-9.546770e+00	-1.330484e+00	3.617145e+01
9.481123e-01	-9.163190e+00	-9.763013e-01	3.577332e+01
9.527877e-01	-8.781715e+00	-6.549152e-01	3.536401e+01
9.574631e-01	-8.403712e+00	-3.650159e-01	3.494613e+01
9.621385e-01	-8.030432e+00	-1.051554e-01	3.452206e+01
9.668139e-01	-7.662992e+00	1.262572e-01	3.409387e+01
9.714892e-01	-7.302390e+00	3.308894e-01	3.366345e+01
9.761646e-01	-6.949495e+00	5.104610e-01	3.323237e+01
9.808400e-01	-6.605060e+00	6.667177e-01	3.280204e+01
9.855154e-01	-6.269724e+00	8.013921e-01	3.237362e+01
9.901907e-01	-5.944018e+00	9.162043e-01	3.194811e+01
9.948661e-01	-5.628369e+00	1.012817e+00	3.152631e+01
9.995415e-01	-5.323113e+00	1.092853e+00	3.110888e+01
1.004217e+00	-5.028496e+00	1.157850e+00	3.069636e+01
1.008892e+00	-4.744686e+00	1.209290e+00	3.028913e+01
1.013568e+00	-4.471774e+00	1.248556e+00	2.988752e+01
1.018243e+00	-4.209790e+00	1.276965e+00	2.949173e+01
1.022918e+00	-3.958702e+00	1.295733e+00	2.910190e+01
1.027594e+00	-3.718424e+00	1.306004e+00	2.871811e+01
1.032269e+00	-3.488829e+00	1.308829e+00	2.834039e+01
1.036945e+00	-3.269744e+00	1.305182e+00	2.796872e+01
1.041620e+00	-3.060965e+00	1.295954e+00	2.760306e+01
1.046295e+00	-2.862256e+00	1.281962e+00	2.724331e+01
1.050971e+00	-2.673358e+00	1.263951e+00	2.688939e+01
1.055646e+00	-2.493991e+00	1.242595e+00	2.654118e+01
1.060321e+00	-2.323858e+00	1.218505e+00	2.619855e+01
1.064997e+00	-2.162648e+00	1.192229e+00	2.586138e+01
1.069672e+00	-2.010043e+00	1.164264e+00	2.552953e+01
1.074348e+00	-1.865716e+00	1.135048e+00	2.520286e+01
1.079023e+00	-1.729338e+00	1.104975e+00	2.488124e+01
1.083698e+00	-1.600576e+00	1.074392e+00	2.456453e+01
1.088374e+00	-1.479098e+00	1.043607e+00	2.425259e+01
1.093049e+00	-1.364574e+00	1.012888e+00	2.394531e+01
1.097724e+00	-1.256679e+00	9.824713e-01	2.364254e+01
1.102400e+00	-1.155090e+00	9.525603e-01	2.334419e+01
1.107075e+00	-1.059493e+00	9.233308e-01	2.305012e+01
1.111751e+00	-9.695795e-01	8.949337e-01	2.276024e+01
1.116426e+00	-8.850483e-01	8.674961e-01	2.247444e+01
1.121101e+00	-8.056073e-01	8.411254e-01	2.219262e+01
1.125777e+00	-7.309733e-01	8.159103e-01	2.191469e+01
1.130452e+00	-6.608721e-01	7.919236e-01	2.164057e+01
1.135127e+00	-5.950392e-01	7.692232e-01	2.137016e+01
1.139803e+00	-5.332198e-01	7.478549e-01	2.110339e+01
1.144478e+00	-4.751690e-01	7.278533e-01	2.084018e+01
1.149154e+00	-4.206514e-01	7.092433e-01	2.058047e+01
1.153829e+00	-3.694417e-01	6.920415e-01	2.032419e+01
1.158504e+00	-3.213243e-01	6.762576e-01	2.007127e+01
1.167855e+00	-2.335512e-01	6.489531e-01	1.957528e+01
1.176271e+00	-1.631598e-01	6.292166e-01	1.913982e+01
1.184686e+00	-9.985838e-02	6.140098e-01	1.871439e+01
1.193102e+00	-4.271077e-02	6.032519e-01	1.829873e+01
1.201518e+00	9.136119e-03	5.968544e-01	1.789256e+01
1.209934e+00	5.645787e-02	5.947302e-01	1.749566e+01
1.218349e+00	9.995981e-02	5.968000e-01	1.710779e+01
1.226765e+00	1.402859e-01	6.029934e-01	1.672873e+01
1.235181e+00	1.780249e-01	6.132535e-01	1.635830e+01
1.243596e+00	2.137127e-01	6.275464e-01	1.599629e+01
1.252012e+00	2.478380e-01	6.458669e-01	1.564253e+01
1.260428e+00	2.808508e-01	6.682351e-01	1.529683e+01
1.268843e+00	3.131712e-01	6.946938e-01	1.495906e+01
1.277259e+00	3.451908e-01	7.253150e-01	1.462903e+01
1.285675e+00	3.772731e-01	7.602087e-01	1.430662e+01
1.294090e+00	4.097594e-01	7.995224e-01	1.399168e+01
1.302506e+00	4.429806e-01	8.434331e-01	1.368409e+01
1.310922e+00	4.772616e-01	8.921479e-01	1.338374e+01
1.319337e+00	5.129172e-01	9.459170e-01	1.309052e+01
1.327753e+00	5.502476e-01	1.005043e+00	1.280433e+01
1.336169e+00	5.895649e-01	1.069857e+00	1.252510e+01
1.344584e+00	6.311865e-01	1.140734e+00	1.225275e+01
1.353000e+00	6.754377e-01	1.218100e+00	1.198725e+01
1.361416e+00	7.226449e-01	1.302435e+00	1.172856e+01
1.369831e+00	7.731457e-01	1.394274e+00	1.147667e+01
1.378247e+00	8.273103e-01	1.494195e+00	1.123160e+01
1.386663e+00	8.855218e-01	1.602845e+00	1.099339e+01
1.395079e+00	9.481896e-01	1.720937e+00	1.076210e+01
1.403494e+00	1.015741e+00	1.849256e+00	1.053785e+01
1.411910e+00	1.088639e+00	1.988653e+00	1.032079e+01
1.420326e+00	1.167389e+00	2.140053e+00	1.011113e+01
1.428741e+00	1.252537e+00	2.304474e+00	9.909115e+00
1.437157e+00	1.344656e+00	2.483034e+00	9.715075e+00
1.445573e+00	1.444364e+00	2.676937e+00	9.529411e+00
1.453988e+00	1.552346e+00	2.887466e+00	9.352620e+00
1.462404e+00	1.669333e+00	3.116034e+00	9.185295e+00
1.470820e+00	1.796123e+00	3.364173e+00	9.028162e+00
1.479235e+00	1.933562e+00	3.633524e+00	8.882094e+00
1.487651e+00	2.082568e+00	3.925822e+00	8.748132e+00
1.496067e+00	2.244139e+00	4.242916e+00	8.627504e+00
1.504482e+00	2.419354e+00	4.586803e+00	8.521682e+00
1.512898e+00	2.609357e+00	4.959601e+00	8.432417e+00
1.521314e+00	2.815360e+00	5.363470e+00	8.361772e+00
1.529729e+00	3.038677e+00	5.800681e+00	8.312147e+00
1.538145e+00	3.280709e+00	6.273547e+00	8.286378e+00
1.546561e+00	3.542915e+00	6.784424e+00	8.287831e+00
1.554976e+00	3.826823e+00	7.335589e+00	8.320366e+00
1.563392e+00	4.134025e+00	7.929249e+00	8.388497e+00
1.571808e+00	4.466155e+00	8.567343e+00	8.497459e+00
1.580223e+00	4.824866e+00	9.251564e+00	8.653263e+00
1.588639e+00	5.211767e+00	9.983047e+00	8.862832e+00
1.596213e+00	5.585387e+00	1.068221e+01	9.103847e+00
1.603787e+00	5.984184e+00	1.141982e+01	9.401141e+00
1.611362e+00	6.409071e+00	1.219470e+01	9.761759e+00
1.618936e+00	6.860818e+00	1.300487e+01	1.019343e+01
1.626510e+00	7.339902e+00	1.384698e+01	1.070444e+01
1.633326e+00	7.794613e+00	1.462827e+01	1.123947e+01
1.640143e+00	8.271460e+00	1.542686e+01	1.185260e+01
1.646960e+00	8.769899e+00	1.623658e+01	1.255045e+01
1.653777e+00	9.289028e+00	1.704985e+01	1.333977e+01
1.660593e+00	9.827395e+00	1.785730e+01	1.422666e+01
1.667410e+00	1.038300e+01	1.864769e+01	1.521678e+01
1.674227e+00	1.095314e+01	1.940789e+01	1.631435e+01
1.680362e+00	1.147588e+01	2.005377e+01	1.739656e+01
1.686497e+00	1.200453e+01	2.065054e+01	1.856887e+01
1.692632e+00	1.253542e+01	2.118482e+01	1.983005e+01
1.698767e+00	1.306429e+01	2.164231e+01	2.117697e+01
1.704902e+00	1.358622e+01	2.200799e+01	2.260404e+01
1.711037e+00	1.409572e+01	2.226678e+01	2.410287e+01
1.716558e+00	1.453866e+01	2.239629e+01	2.550400e+01
1.722080e+00	1.496181e+01	2.241705e+01	2.694378e+01
1.727601e+00	1.536023e+01	2.232047e+01	2.840986e+01
1.733123e+00	1.572869e+01	2.209896e+01	2.988818e+01
1.738644e+00	1.606195e+01	2.174706e+01	3.136263e+01
1.744166e+00	1.635480e+01	2.126184e+01	3.281601e+01
1.749688e+00	1.660222e+01	2.064295e+01	3.423019e+01
1.755209e+00	1.679954e+01	1.989313e+01	3.558656e+01
1.760731e+00	1.694255e+01	1.901836e+01	3.686685e+01
1.765700e+00	1.702187e+01	1.813152e+01	3.793974e+01
1.770669e+00	1.705225e+01	1.715978e+01	3.892514e+01
1.775142e+00	1.703645e+01	1.622081e+01	3.972900e+01
1.779614e+00	1.697912e+01	1.523022e+01	4.044755e+01
1.784087e+00	1.688002e+01	1.419741e+01	4.107590e+01
1.788559e+00	1.673930e+01	1.313232e+01	4.161052e+01
1.793032e+00	1.655766e+01	1.204550e+01	4.204920e+01
1.797504e+00	1.633611e+01	1.094726e+01	4.239156e+01
1.801976e+00	1.607618e+01	9.847902e+00	4.263816e+01
1.806449e+00	1.577967e+01	8.757400e+00	4.279154e+01
1.810921e+00	1.544880e+01	7.684778e+00	4.285484e+01
1.814946e+00	1.512368e+01	6.741746e+00	4.283873e+01
1.818972e+00	1.477470e+01	5.825583e+00	4.275742e+01
1.822997e+00	1.440396e+01	4.941074e+00	4.261530e+01
1.827022e+00	1.401365e+01	4.092305e+00	4.241717e+01
1.831047e+00	1.360601e+01	3.282651e+00	4.216808e+01
1.835072e+00	1.318334e+01	2.514760e+00	4.187322e+01
1.839098e+00	1.274791e+01	1.790567e+00	4.153780e+01
1.842720e+00	1.234698e+01	1.177212e+00	4.120550e+01
1.846343e+00	1.193915e+01	6.007946e-01	4.084818e+01
1.849966e+00	1.152599e+01	6.143400e-02	4.046940e+01
1.853588e+00	1.110899e+01	-4.410905e-01	4.007250e+01
1.857211e+00	1.068961e+01	-9.072877e-01	3.966068e+01
1.860834e+00	1.026920e+01	-1.337930e+00	3.923691e+01
1.864456e+00	9.849049e+00	-1.734029e+00	3.880393e+01
1.868079e+00	9.430354e+00	-2.096758e+00	3.836425e+01
1.871702e+00	9.014225e+00	-2.427451e+00	3.792015e+01
1.875324e+00	8.601691e+00	-2.727568e+00	3.747370e+01
1.878947e+00	8.193675e+00	-2.998637e+00	3.702670e+01
1.882570e+00	7.791037e+00	-3.242260e+00	3.658081e+01
1.886192e+00	7.394511e+00	-3.460077e+00	3.613734e+01
1.889815e+00	7.004800e+00	-3.653697e+00	3.569761e+01
1.893438e+00	6.622455e+00	-3.824817e+00	3.526253e+01
1.897060e+00	6.248005e+00	-3.975019e+00	3.483302e+01
1.900683e+00	5.881890e+00	-4.105873e+00	3.440978e+01
1.904306e+00	5.524467e+00	-4.218934e+00	3.399338e+01
1.907928e+00	5.176037e+00	-4.315676e+00	3.358426e+01
1.911551e+00	4.836830e+00	-4.397546e+00	3.318275e+01
1.915174e+00	4.507025e+00	-4.465888e+00	3.278909e+01
1.918796e+00	4.186747e+00	-4.521990e+00	3.240344e+01
1.922419e+00	3.876063e+00	-4.567101e+00	3.202587e+01
1.926042e+00	3.575012e+00	-4.602337e+00	3.165640e+01
1.929665e+00	3.283577e+00	-4.628806e+00	3.129501e+01
1.933287e+00	3.001712e+00	-4.647512e+00	3.094160e+01
1.936910e+00	2.729332e+00	-4.659411e+00	3.059607e+01
1.940533e+00	2.466332e+00	-4.665372e+00	3.025825e+01
1.944155e+00	2.212564e+00	-4.666226e+00	2.992803e+01
1.947778e+00	1.967883e+00	-4.662719e+00	2.960514e+01
1.951401e+00	1.732087e+00	-4.655548e+00	2.928949e+01
1.955023e+00	1.505003e+00	-4.645374e+00	2.898076e+01
1.958646e+00	1.286404e+00	-4.632787e+00	2.867880e+01
1.962269e+00	1.076062e+00	-4.618317e+00	2.838340e+01
1.965891e+00	8.737470e-01	-4.602473e+00	2.809432e+01
1.969514e+00	6.792070e-01	-4.585707e+00	2.781139e+01
1.973137e+00	4.921995e-01	-4.568448e+00	2.753435e+01
1.976759e+00	3.124595e-01	-4.551066e+00	2.726304e+01
1.980382e+00	1.397312e-01	-4.533910e+00	2.699725e+01
1.984005e+00	-2.625090e-02	-4.517301e+00	2.673678e+01
1.987627e+00	-1.857495e-01	-4.501506e+00	2.648147e+01
1.991250e+00	-3.390323e-01	-4.486815e+00	2.623114e+01
1.994873e+00	-4.863591e-01	-4.473421e+00	2.598563e+01
1.998495e+00	-6.279949e-01	-4.461561e+00	2.574478e+01
2.002118e+00	-7.641993e-01	-4.451410e+00	2.550847e+01
2.005741e+00	-8.952310e-01	-4.443154e+00	2.527654e+01
2.009363e+00	-1.021342e+00	-4.436926e+00	2.504888e+01
2.012986e+00	-1.142786e+00	-4.432892e+00	2.482537e+01
2.016609e+00	-1.259802e+00	-4.431130e+00	2.460589e+01
2.020231e+00	-1.372639e+00	-4.431795e+00	2.439037e+01
2.023854e+00	-1.481528e+00	-4.434955e+00	2.417870e+01
2.027477e+00	-1.586703e+00	-4.440712e+00	2.397081e+01
2.031099e+00	-1.688386e+00	-4.449129e+00	2.376660e+01
2.034722e+00	-1.786802e+00	-4.460286e+00	2.356603e+01
2.038345e+00	-1.882159e+00	-4.474235e+00	2.336899e+01
2.041967e+00	-1.974677e+00	-4.491034e+00	2.317552e+01
2.045590e+00	-2.064543e+00	-4.510742e+00	2.298544e+01
2.049213e+00	-2.151974e+00	-4.533378e+00	2.279886e+01
2.052835e+00	-2.237152e+00	-4.558991e+00	2.261566e+01
2.056458e+00	-2.320261e+00	-4.587629e+00	2.243580e+01
2.060081e+00	-2.401491e+00	-4.619293e+00	2.225931e+01
2.063703e+00	-2.481008e+00	-4.654055e+00	2.208610e+01
2.067326e+00	-2.558990e+00	-4.691886e+00	2.191624e+01
2.070949e+00	-2.635599e+00	-4.732868e+00	2.174965e+01
2.074572e+00	-2.710996e+00	-4.776957e+00	2.158639e+01
2.078194e+00	-2.785336e+00	-4.824233e+00	2.142642e+01
2.081817e+00	-2.858774e+00	-4.874680e+00	2.126976e+01
2.085440e+00	-2.931445e+00	-4.928323e+00	2.111644e+01
2.089062e+00	-3.003497e+00	-4.985180e+00	2.096646e+01
2.092685e+00	-3.075066e+00	-5.045268e+00	2.081984e+01
2.099930e+00	-3.217279e+00	-5.175202e+00	2.053683e+01
2.107176e+00	-3.359108e+00	-5.318257e+00	2.026764e+01
2.114421e+00	-3.501478e+00	-5.474557e+00	2.001264e+01
2.121666e+00	-3.645296e+00	-5.644236e+00	1.977224e+01
2.128912e+00	-3.791404e+00	-5.827426e+00	1.954693e+01
2.136157e+00	-3.940588e+00	-6.024252e+00	1.933727e+01
2.143402e+00	-4.093585e+00	-6.234832e+00	1.914392e+01
2.150648e+00	-4.251096e+00	-6.459268e+00	1.896762e+01
2.157893e+00	-4.413777e+00	-6.697660e+00	1.880917e+01
2.165138e+00	-4.582246e+00	-6.950064e+00	1.866949e+01
2.172384e+00	-4.757078e+00	-7.216496e+00	1.854957e+01
2.179629e+00	-4.938805e+00	-7.496920e+00	1.845054e+01
2.186874e+00	-5.127921e+00	-7.791235e+00	1.837356e+01
2.194120e+00	-5.324878e+00	-8.099254e+00	1.831994e+01
2.201365e+00	-5.530075e+00	-8.420681e+00	1.829107e+01
2.208610e+00	-5.743856e+00	-8.755092e+00	1.828844e+01
2.215856e+00	-5.966509e+00	-9.101911e+00	1.831362e+01
2.223101e+00	-6.198258e+00	-9.460388e+00	1.836828e+01
